ENCERRAMENTO;UF;MUNICIPIO;QTE;ATIVIDADE
10/11/2021;MG;VESPASIANO;1;REMANEJAMENTO - BL E VOIP
10/11/2021;MS;DOURADOS;1;REMANEJAMENTO - BL E VOIP
10/11/2021;PA;ANANINDEUA;1;REMANEJAMENTO - BL E VOIP
10/11/2021;PA;BELEM;3;REMANEJAMENTO - BL
10/11/2021;PE;RECIFE;2;REMANEJAMENTO - VOIP
10/11/2021;PR;CURITIBA;1;REMANEJAMENTO - VOIP
10/11/2021;PR;PINHAIS;3;REMANEJAMENTO - BL E VOIP
10/11/2021;PR;SAO JOSE DOS PINHAIS;5;REMANEJAMENTO - BL E VOIP
10/11/2021;RJ;NOVA IGUACU;1;REMANEJAMENTO - BL
10/11/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL
10/11/2021;RJ;QUEIMADOS;1;REMANEJAMENTO - BL
10/11/2021;RJ;SAO GONCALO;1;REMANEJAMENTO - BL E VOIP
10/11/2021;RJ;SAO JOAO DE MERITI;1;REMANEJAMENTO - BL
10/11/2021;RJ;VALENCA;1;REMANEJAMENTO - BL
10/11/2021;RJ;VOLTA REDONDA;1;REMANEJAMENTO - BL
10/11/2021;RS;CANOAS;6;REMANEJAMENTO - BL
10/12/2021;AL;MACEIO;1;REMANEJAMENTO - BL
10/12/2021;CE;FORTALEZA;1;REMANEJAMENTO - BL
10/12/2021;ES;CACHOEIRO DE ITAPEMIRIM;1;REMANEJAMENTO - BL E VOIP
10/12/2021;ES;SERRA;1;REMANEJAMENTO - BL E VOIP
10/12/2021;GO;APARECIDA DE GOIANIA;1;REMANEJAMENTO - VOIP
10/12/2021;GO;GOIANIA;1;REMANEJAMENTO - VOIP
10/12/2021;MG;CONTAGEM;1;REMANEJAMENTO - BL
10/12/2021;MG;POCOS DE CALDAS;1;REMANEJAMENTO - IPTV
10/12/2021;MG;SAO LOURENCO;1;REMANEJAMENTO - BL
10/12/2021;MG;SAO LOURENCO;1;REMANEJAMENTO - VOIP
10/12/2021;MG;SETE LAGOAS;2;REMANEJAMENTO - BL E VOIP
10/12/2021;MT;CUIABA;1;REMANEJAMENTO - BL
10/12/2021;PA;BELEM;8;REMANEJAMENTO - BL E VOIP
10/12/2021;PI;TERESINA;1;REMANEJAMENTO - BL
10/12/2021;PR;ALMIRANTE TAMANDARE;1;REMANEJAMENTO - BL
10/12/2021;PR;CURITIBA;1;REMANEJAMENTO - BL E VOIP E IPTV
10/12/2021;PR;MARINGA;1;REMANEJAMENTO - BL E VOIP
10/12/2021;RJ;ANGRA DOS REIS;2;REMANEJAMENTO - BL E VOIP
10/12/2021;RJ;ARMACAO DOS BUZIOS;1;REMANEJAMENTO - BL
10/12/2021;RJ;NILOPOLIS;3;REMANEJAMENTO - BL E VOIP
10/12/2021;RS;CANOAS;4;REMANEJAMENTO - BL E VOIP
10/12/2021;RS;PELOTAS;1;REMANEJAMENTO - BL E VOIP
10/12/2021;RS;PORTO ALEGRE;2;REMANEJAMENTO - BL E VOIP
10/12/2021;RS;SAO LEOPOLDO;4;REMANEJAMENTO - BL
10/12/2021;SC;BLUMENAU;1;REMANEJAMENTO - BL
11/01/2021;AC;RIO BRANCO;3;REMANEJAMENTO - BL E VOIP
11/01/2021;BA;SALVADOR;2;REMANEJAMENTO - BL
11/01/2021;ES;SERRA;1;REMANEJAMENTO - BL E VOIP
10/12/2021;RJ;QUEIMADOS;1;REMANEJAMENTO - BL
10/12/2021;RJ;RIO DE JANEIRO;12;REMANEJAMENTO - BL
10/12/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - BL E IPTV
10/12/2021;RJ;SAO GONCALO;2;REMANEJAMENTO - BL E VOIP
10/12/2021;RJ;SAO GONCALO;1;REMANEJAMENTO - VOIP
10/12/2021;RJ;SAO JOAO DE MERITI;3;REMANEJAMENTO - BL E VOIP
10/12/2021;RJ;SAO JOAO DE MERITI;1;REMANEJAMENTO - VOIP
10/12/2021;RJ;TERESOPOLIS;4;REMANEJAMENTO - BL E VOIP
10/12/2021;RO;PORTO VELHO;2;REMANEJAMENTO - BL
10/12/2021;RS;SANTA MARIA;4;REMANEJAMENTO - BL
10/12/2021;SC;RIO DO SUL;1;REMANEJAMENTO - BL
11/01/2021;BA;BARREIRAS;1;REMANEJAMENTO - BL
11/01/2021;BA;JACOBINA;1;REMANEJAMENTO - BL E VOIP
11/01/2021;CE;FORTALEZA;2;REMANEJAMENTO - BL
11/01/2021;MG;POCOS DE CALDAS;1;REMANEJAMENTO - BL E VOIP
11/01/2021;MS;CAMPO GRANDE;2;REMANEJAMENTO - BL E VOIP
11/01/2021;MS;DOURADOS;4;REMANEJAMENTO - BL E VOIP
11/01/2021;MT;RONDONOPOLIS;1;REMANEJAMENTO - BL E VOIP
11/01/2021;MT;SINOP;1;REMANEJAMENTO - BL E VOIP
11/01/2021;PA;BELEM;3;REMANEJAMENTO - BL E VOIP
11/01/2021;PE;OLINDA;1;REMANEJAMENTO - BL
11/01/2021;PR;CASCAVEL;2;REMANEJAMENTO - BL
11/01/2021;RJ;ANGRA DOS REIS;2;REMANEJAMENTO - BL E VOIP
11/01/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - BL E VOIP E IPTV
11/01/2021;RJ;NOVA IGUACU;2;REMANEJAMENTO - BL
11/01/2021;RJ;RIO DE JANEIRO;12;REMANEJAMENTO - BL
11/01/2021;RJ;SAO GONCALO;4;REMANEJAMENTO - BL E VOIP
11/01/2021;RS;NOVO HAMBURGO;4;REMANEJAMENTO - BL E VOIP
11/01/2021;RS;PORTO ALEGRE;4;REMANEJAMENTO - BL E VOIP
11/01/2021;RS;SANTA MARIA;1;REMANEJAMENTO - BL
11/01/2021;RS;VIAMAO;4;REMANEJAMENTO - BL E VOIP
11/01/2022;AM;MANAUS;5;REMANEJAMENTO - BL E VOIP
11/01/2022;BA;PAULO AFONSO;2;REMANEJAMENTO - BL
11/01/2022;BA;TEIXEIRA DE FREITAS;1;REMANEJAMENTO - BL E VOIP
11/01/2022;ES;NOVA VENECIA;1;REMANEJAMENTO - VOIP
11/01/2022;GO;APARECIDA DE GOIANIA;2;REMANEJAMENTO - BL
11/01/2022;MG;JUIZ DE FORA;2;REMANEJAMENTO - BL E VOIP
11/01/2022;MG;MONTES CLAROS;1;REMANEJAMENTO - BL E VOIP
11/01/2022;MG;POUSO ALEGRE;2;REMANEJAMENTO - BL
11/01/2022;MG;SETE LAGOAS;1;REMANEJAMENTO - BL E VOIP
11/01/2022;PE;RECIFE;1;REMANEJAMENTO - BL
11/01/2022;PR;CURITIBA;7;REMANEJAMENTO - BL
11/01/2022;PR;SAO JOSE DOS PINHAIS;3;REMANEJAMENTO - BL
11/01/2022;RJ;MESQUITA;1;REMANEJAMENTO - BL E VOIP
11/01/2022;RJ;NITEROI;1;REMANEJAMENTO - BL
11/01/2022;RS;ALVORADA;2;REMANEJAMENTO - BL E VOIP
11/01/2022;RS;CAXIAS DO SUL;1;REMANEJAMENTO - BL
11/01/2022;RS;SAO LEOPOLDO;1;REMANEJAMENTO - BL
11/01/2022;SC;ITAJAI;2;REMANEJAMENTO - BL E VOIP
11/02/2021;DF;BRASILIA;1;REMANEJAMENTO - VOIP E IPTV
11/02/2021;MG;BETIM;1;REMANEJAMENTO - BL
11/02/2021;MG;CONTAGEM;3;REMANEJAMENTO - BL E VOIP
11/02/2021;MG;CONTAGEM;1;REMANEJAMENTO - IPTV
11/02/2021;MS;CAMPO GRANDE;1;REMANEJAMENTO - BL E VOIP
11/02/2021;MS;DOURADOS;1;REMANEJAMENTO - BL E VOIP
11/02/2021;MS;DOURADOS;1;REMANEJAMENTO - VOIP
11/02/2021;MT;CUIABA;1;REMANEJAMENTO - BL E VOIP
11/02/2021;MT;SINOP;1;REMANEJAMENTO - BL
11/02/2021;PA;BELEM;6;REMANEJAMENTO - BL E VOIP
11/02/2021;PA;BELEM;1;REMANEJAMENTO - VOIP
11/02/2021;PI;PARNAIBA;1;REMANEJAMENTO - BL E VOIP
11/02/2021;PI;TERESINA;1;REMANEJAMENTO - BL
11/02/2021;RJ;ARMACAO DOS BUZIOS;1;REMANEJAMENTO - BL
11/02/2021;RJ;CABO FRIO;7;REMANEJAMENTO - BL E VOIP
11/02/2021;RJ;CABO FRIO;1;REMANEJAMENTO - VOIP
11/02/2021;RJ;NITEROI;2;REMANEJAMENTO - BL E VOIP
11/02/2021;RJ;RIO DE JANEIRO;4;REMANEJAMENTO - BL E IPTV
11/02/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - BL E VOIP
11/02/2021;RS;PORTO ALEGRE;2;REMANEJAMENTO - BL E VOIP
11/02/2021;RS;PORTO ALEGRE;1;REMANEJAMENTO - IPTV
11/02/2021;RS;SAO LEOPOLDO;1;REMANEJAMENTO - BL E VOIP
11/02/2021;RS;SAO LOURENCO DO SUL;2;REMANEJAMENTO - BL E VOIP
11/02/2021;RS;VIAMAO;3;REMANEJAMENTO - BL E VOIP
11/02/2021;SC;ITAJAI;1;REMANEJAMENTO - VOIP E IPTV
11/02/2022;AP;MACAPA;1;REMANEJAMENTO - BL
11/02/2022;BA;EUNAPOLIS;1;REMANEJAMENTO - BL
11/02/2022;BA;TEIXEIRA DE FREITAS;2;REMANEJAMENTO - BL
11/02/2022;CE;JUAZEIRO DO NORTE;1;REMANEJAMENTO - BL
11/02/2022;GO;RIO VERDE;1;REMANEJAMENTO - VOIP
11/02/2022;MA;SAO LUIS;1;REMANEJAMENTO - VOIP
11/02/2022;MG;BELO HORIZONTE;6;REMANEJAMENTO - BL E VOIP
11/02/2022;MG;BELO HORIZONTE;2;REMANEJAMENTO - VOIP
11/02/2022;MG;DIVINOPOLIS;3;REMANEJAMENTO - BL E VOIP
11/02/2022;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL
11/02/2022;PA;MARABA;1;REMANEJAMENTO - BL E VOIP
11/02/2022;PE;OLINDA;1;REMANEJAMENTO - BL E VOIP
11/02/2022;PI;FLORIANO;1;REMANEJAMENTO - BL
11/02/2022;PR;COLOMBO;2;REMANEJAMENTO - BL E VOIP
11/02/2022;PR;MARINGA;1;REMANEJAMENTO - BL
11/02/2022;PR;PARANAGUA;1;REMANEJAMENTO - BL E VOIP
11/02/2022;PR;PINHAIS;1;REMANEJAMENTO - BL
11/02/2022;RJ;BARRA DO PIRAI;1;REMANEJAMENTO - BL E VOIP
11/02/2022;RJ;DUQUE DE CAXIAS;3;REMANEJAMENTO - BL
11/02/2022;RJ;RIO DE JANEIRO;12;REMANEJAMENTO - BL E VOIP
11/02/2022;RJ;VOLTA REDONDA;1;REMANEJAMENTO - VOIP
11/02/2022;RR;BOA VISTA;1;REMANEJAMENTO - VOIP
11/02/2022;RS;ALVORADA;1;REMANEJAMENTO - BL
09/04/2021;GO;RIO VERDE;2;REMANEJAMENTO - BL E VOIP
09/04/2021;MA;SANTA INES;1;REMANEJAMENTO - BL E VOIP
09/04/2021;MG;BELO HORIZONTE;5;REMANEJAMENTO - BL E VOIP
09/04/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL
09/04/2021;MG;MONTES CLAROS;1;REMANEJAMENTO - BL
09/04/2021;MT;SINOP;1;REMANEJAMENTO - BL E VOIP
09/04/2021;PA;MARABA;2;REMANEJAMENTO - BL E VOIP
09/04/2021;PB;JOAO PESSOA;2;REMANEJAMENTO - BL
09/04/2021;PE;OLINDA;2;REMANEJAMENTO - BL E VOIP
09/04/2021;PR;CASCAVEL;1;REMANEJAMENTO - BL E VOIP
09/04/2021;PR;COLOMBO;7;REMANEJAMENTO - BL E VOIP
09/04/2021;RJ;NILOPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
09/04/2021;RJ;RIO DE JANEIRO;9;REMANEJAMENTO - BL
09/04/2021;RJ;RIO DE JANEIRO;2;REMANEJAMENTO - VOIP
09/04/2021;RJ;SAO GONCALO;4;REMANEJAMENTO - BL E VOIP
09/04/2021;RJ;TERESOPOLIS;1;REMANEJAMENTO - BL E VOIP
09/04/2021;RS;ALVORADA;2;REMANEJAMENTO - BL
09/04/2021;RS;NOVO HAMBURGO;2;REMANEJAMENTO - BL E VOIP
09/04/2021;RS;SANTA CRUZ DO SUL;1;REMANEJAMENTO - BL E VOIP
09/04/2021;RS;SANTA MARIA;1;REMANEJAMENTO - BL E VOIP
09/04/2021;SC;JOINVILLE;2;REMANEJAMENTO - BL
09/06/2021;AM;MANAUS;1;REMANEJAMENTO - BL
09/06/2021;BA;ITABUNA;1;REMANEJAMENTO - BL E VOIP
09/06/2021;CE;FORTALEZA;6;REMANEJAMENTO - BL E VOIP
09/06/2021;CE;MARACANAU;1;REMANEJAMENTO - BL E VOIP
09/06/2021;MG;BELO HORIZONTE;5;REMANEJAMENTO - BL
09/06/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - VOIP
09/06/2021;MG;DIVINOPOLIS;1;REMANEJAMENTO - BL
09/06/2021;MG;DIVINOPOLIS;1;REMANEJAMENTO - VOIP
09/06/2021;MG;MONTES CLAROS;1;REMANEJAMENTO - BL
09/06/2021;PB;CAMPINA GRANDE;1;REMANEJAMENTO - BL
09/06/2021;PB;JOAO PESSOA;1;REMANEJAMENTO - BL E VOIP
09/06/2021;PI;TERESINA;6;REMANEJAMENTO - BL E VOIP
09/06/2021;PR;COLOMBO;2;REMANEJAMENTO - BL
09/06/2021;RJ;ARMACAO DOS BUZIOS;3;REMANEJAMENTO - BL E VOIP
09/06/2021;RO;PORTO VELHO;1;REMANEJAMENTO - BL E IPTV
09/06/2021;RO;VILHENA;1;REMANEJAMENTO - BL E VOIP
09/06/2021;RR;BOA VISTA;2;REMANEJAMENTO - BL E VOIP
09/06/2021;RS;CANOAS;1;REMANEJAMENTO - BL
09/06/2021;SC;BLUMENAU;1;REMANEJAMENTO - BL E VOIP
09/06/2021;SC;BRUSQUE;1;REMANEJAMENTO - BL E VOIP
09/06/2021;SC;LAGES;3;REMANEJAMENTO - BL E VOIP
09/07/2021;DF;BRASILIA;6;REMANEJAMENTO - BL
09/07/2021;ES;SERRA;3;REMANEJAMENTO - BL E VOIP
09/07/2021;GO;MORRINHOS;1;REMANEJAMENTO - BL E VOIP
09/07/2021;MG;ARAGUARI;2;REMANEJAMENTO - BL E VOIP
09/07/2021;MG;VESPASIANO;1;REMANEJAMENTO - BL E VOIP
09/07/2021;MT;RONDONOPOLIS;5;REMANEJAMENTO - BL E VOIP
09/07/2021;PA;ANANINDEUA;2;REMANEJAMENTO - BL
09/07/2021;PA;MARABA;2;REMANEJAMENTO - BL
09/07/2021;PE;CARUARU;1;REMANEJAMENTO - BL E VOIP
09/07/2021;PE;RECIFE;1;REMANEJAMENTO - BL E VOIP
09/07/2021;PI;TERESINA;2;REMANEJAMENTO - BL E VOIP E IPTV
09/07/2021;PR;CURITIBA;12;REMANEJAMENTO - BL E VOIP
09/07/2021;PR;CURITIBA;1;REMANEJAMENTO - IPTV
09/07/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - VOIP
09/07/2021;RJ;ARMACAO DOS BUZIOS;1;REMANEJAMENTO - BL E VOIP E IPTV
09/07/2021;RJ;BARRA DO PIRAI;1;REMANEJAMENTO - BL
09/07/2021;RJ;DUQUE DE CAXIAS;2;REMANEJAMENTO - BL
09/07/2021;RJ;ITAGUAI;1;REMANEJAMENTO - BL E VOIP
09/07/2021;RS;GRAVATAI;1;REMANEJAMENTO - BL E VOIP
09/07/2021;RS;SANTA CRUZ DO SUL;1;REMANEJAMENTO - BL
09/07/2021;SC;LAGES;1;REMANEJAMENTO - BL E VOIP
09/08/2021;AM;MANAUS;4;REMANEJAMENTO - BL
09/08/2021;BA;VITORIA DA CONQUISTA;1;REMANEJAMENTO - BL
09/08/2021;GO;GOIANIA;1;REMANEJAMENTO - BL E VOIP E IPTV
09/08/2021;MG;BELO HORIZONTE;2;REMANEJAMENTO - BL
09/08/2021;MG;BELO HORIZONTE;3;REMANEJAMENTO - VOIP
09/08/2021;MG;DIVINOPOLIS;1;REMANEJAMENTO - VOIP
09/08/2021;MG;SETE LAGOAS;1;REMANEJAMENTO - BL
09/08/2021;PE;OLINDA;1;REMANEJAMENTO - BL
09/08/2021;PE;OLINDA;1;REMANEJAMENTO - VOIP
09/08/2021;PI;TERESINA;1;REMANEJAMENTO - BL E VOIP
09/08/2021;PR;COLOMBO;1;REMANEJAMENTO - BL
09/08/2021;RJ;BELFORD ROXO;6;REMANEJAMENTO - BL E VOIP
09/08/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - IPTV
09/08/2021;RJ;RIO DE JANEIRO;18;REMANEJAMENTO - BL E VOIP
09/08/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - IPTV
09/08/2021;RO;VILHENA;1;REMANEJAMENTO - BL E VOIP
09/08/2021;RR;BOA VISTA;2;REMANEJAMENTO - BL E VOIP
09/08/2021;RS;SANTA MARIA;1;REMANEJAMENTO - BL
09/08/2021;SC;FLORIANOPOLIS;1;REMANEJAMENTO - BL E VOIP
09/09/2021;BA;SALVADOR;9;REMANEJAMENTO - BL E VOIP
09/09/2021;CE;FORTALEZA;7;REMANEJAMENTO - BL E VOIP
09/09/2021;DF;BRASILIA;13;REMANEJAMENTO - BL E VOIP
09/09/2021;DF;BRASILIA;1;REMANEJAMENTO - IPTV
09/09/2021;ES;CACHOEIRO DE ITAPEMIRIM;1;REMANEJAMENTO - BL
09/09/2021;MA;SAO LUIS;7;REMANEJAMENTO - BL E VOIP
09/09/2021;MG;BELO HORIZONTE;7;REMANEJAMENTO - BL
09/09/2021;MG;BETIM;1;REMANEJAMENTO - VOIP
09/09/2021;PA;ANANINDEUA;3;REMANEJAMENTO - BL E VOIP
09/09/2021;PI;TERESINA;3;REMANEJAMENTO - BL E VOIP
09/09/2021;PR;ALMIRANTE TAMANDARE;1;REMANEJAMENTO - BL E VOIP
09/09/2021;PR;COLOMBO;5;REMANEJAMENTO - BL
09/09/2021;PR;CURITIBA;1;REMANEJAMENTO - VOIP
09/09/2021;PR;SAO JOSE DOS PINHAIS;6;REMANEJAMENTO - BL E VOIP
10/05/2021;RR;BOA VISTA;1;REMANEJAMENTO - BL
10/05/2021;RS;CANOAS;8;REMANEJAMENTO - BL E VOIP
10/05/2021;RS;PASSO FUNDO;1;REMANEJAMENTO - BL
10/05/2021;RS;PELOTAS;2;REMANEJAMENTO - BL E VOIP
10/05/2021;RS;VIAMAO;1;REMANEJAMENTO - BL E IPTV
10/05/2021;RS;VIAMAO;1;REMANEJAMENTO - VOIP
10/05/2021;TO;PALMAS;1;REMANEJAMENTO - BL
10/06/2021;AL;MACEIO;1;REMANEJAMENTO - VOIP
10/06/2021;BA;FEIRA DE SANTANA;1;REMANEJAMENTO - BL E VOIP
10/06/2021;CE;FORTALEZA;4;REMANEJAMENTO - BL
10/06/2021;DF;BRASILIA;4;REMANEJAMENTO - BL
10/06/2021;ES;CACHOEIRO DE ITAPEMIRIM;1;REMANEJAMENTO - BL E VOIP
10/06/2021;ES;CARIACICA;1;REMANEJAMENTO - VOIP
10/06/2021;GO;APARECIDA DE GOIANIA;1;REMANEJAMENTO - VOIP E IPTV
10/06/2021;MG;DIVINOPOLIS;4;REMANEJAMENTO - BL E VOIP
10/06/2021;MG;MONTES CLAROS;4;REMANEJAMENTO - BL E VOIP
10/06/2021;MG;VARGINHA;1;REMANEJAMENTO - BL E VOIP
10/06/2021;MT;RONDONOPOLIS;1;REMANEJAMENTO - IPTV
10/06/2021;PA;ANANINDEUA;1;REMANEJAMENTO - BL
10/06/2021;PE;RECIFE;2;REMANEJAMENTO - BL E VOIP
10/06/2021;PI;TERESINA;1;REMANEJAMENTO - BL E VOIP E IPTV
10/06/2021;PR;FOZ DO IGUACU;2;REMANEJAMENTO - BL E VOIP
10/06/2021;PR;PONTA GROSSA;1;REMANEJAMENTO - IPTV
10/06/2021;RJ;ANGRA DOS REIS;2;REMANEJAMENTO - BL E VOIP
10/06/2021;RJ;DUQUE DE CAXIAS;4;REMANEJAMENTO - BL
10/06/2021;RJ;ITAGUAI;1;REMANEJAMENTO - BL E VOIP
10/06/2021;RJ;NOVA IGUACU;1;REMANEJAMENTO - BL E VOIP
10/06/2021;RJ;PETROPOLIS;4;REMANEJAMENTO - BL E VOIP
10/06/2021;RJ;SAO JOAO DE MERITI;8;REMANEJAMENTO - BL E VOIP
10/06/2021;RJ;TERESOPOLIS;1;REMANEJAMENTO - BL
10/06/2021;RJ;VOLTA REDONDA;5;REMANEJAMENTO - BL E VOIP
10/06/2021;RO;JI-PARANA;1;REMANEJAMENTO - BL E VOIP E IPTV
10/06/2021;RS;CANOAS;1;REMANEJAMENTO - BL E VOIP
10/06/2021;RS;NOVO HAMBURGO;1;REMANEJAMENTO - BL
10/06/2021;TO;PALMAS;1;REMANEJAMENTO - BL
10/07/2021;AL;MACEIO;1;REMANEJAMENTO - BL E VOIP
10/07/2021;BA;EUNAPOLIS;1;REMANEJAMENTO - BL E VOIP
10/07/2021;CE;FORTALEZA;1;REMANEJAMENTO - BL E VOIP E IPTV
10/07/2021;GO;RIO VERDE;1;REMANEJAMENTO - BL
10/07/2021;MG;GOVERNADOR VALADARES;1;REMANEJAMENTO - BL
10/07/2021;MT;VARZEA GRANDE;1;REMANEJAMENTO - BL E VOIP
10/07/2021;PI;PARNAIBA;1;REMANEJAMENTO - BL E VOIP
10/07/2021;PR;CURITIBA;6;REMANEJAMENTO - BL E VOIP
10/07/2021;RJ;ARARUAMA;1;REMANEJAMENTO - BL E VOIP
10/07/2021;RJ;ARMACAO DOS BUZIOS;4;REMANEJAMENTO - BL E VOIP
10/07/2021;RJ;CAMPOS DOS GOYTACAZES;4;REMANEJAMENTO - BL E VOIP
10/07/2021;RJ;DUQUE DE CAXIAS;1;REMANEJAMENTO - VOIP
10/07/2021;RJ;NITEROI;2;REMANEJAMENTO - BL
10/07/2021;RO;PORTO VELHO;2;REMANEJAMENTO - BL E VOIP
10/07/2021;SC;CRICIUMA;1;REMANEJAMENTO - BL E VOIP
10/08/2021;AL;MACEIO;1;REMANEJAMENTO - BL E VOIP
10/08/2021;BA;EUNAPOLIS;1;REMANEJAMENTO - BL E VOIP
10/08/2021;GO;APARECIDA DE GOIANIA;6;REMANEJAMENTO - BL E VOIP
10/08/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - VOIP
10/08/2021;MS;DOURADOS;2;REMANEJAMENTO - BL E VOIP
10/08/2021;MT;VARZEA GRANDE;1;REMANEJAMENTO - BL E VOIP
10/08/2021;PA;BELEM;2;REMANEJAMENTO - BL
10/08/2021;PE;CARUARU;1;REMANEJAMENTO - VOIP
10/08/2021;PR;CASCAVEL;1;REMANEJAMENTO - BL
10/08/2021;PR;MARINGA;2;REMANEJAMENTO - VOIP
10/08/2021;PR;PINHAIS;1;REMANEJAMENTO - BL E VOIP
10/08/2021;RJ;ARMACAO DOS BUZIOS;1;REMANEJAMENTO - BL E VOIP
10/08/2021;RJ;CAMPOS DOS GOYTACAZES;3;REMANEJAMENTO - BL E VOIP
10/08/2021;RJ;MESQUITA;1;REMANEJAMENTO - BL
10/08/2021;RJ;RIO DE JANEIRO;13;REMANEJAMENTO - BL E VOIP
10/08/2021;RJ;SAO JOAO DE MERITI;2;REMANEJAMENTO - BL
10/08/2021;RN;NATAL;1;REMANEJAMENTO - BL E VOIP
10/08/2021;RR;BOA VISTA;9;REMANEJAMENTO - BL E VOIP
10/08/2021;RS;PORTO ALEGRE;1;REMANEJAMENTO - VOIP
10/08/2021;SE;ARACAJU;4;REMANEJAMENTO - BL E VOIP
10/09/2021;AC;RIO BRANCO;5;REMANEJAMENTO - BL E VOIP
10/09/2021;BA;BARREIRAS;1;REMANEJAMENTO - BL E VOIP
10/09/2021;BA;SALVADOR;1;REMANEJAMENTO - VOIP
10/09/2021;MA;SAO LUIS;1;REMANEJAMENTO - VOIP
10/09/2021;MG;CONTAGEM;1;REMANEJAMENTO - BL
10/09/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL
10/09/2021;MG;RIBEIRAO DAS NEVES;1;REMANEJAMENTO - BL E VOIP
10/09/2021;MS;CAMPO GRANDE;1;REMANEJAMENTO - BL
10/09/2021;MT;CUIABA;1;REMANEJAMENTO - BL
10/09/2021;PI;TERESINA;1;REMANEJAMENTO - BL
10/09/2021;PR;ALMIRANTE TAMANDARE;2;REMANEJAMENTO - VOIP
10/09/2021;PR;CURITIBA;1;REMANEJAMENTO - BL E VOIP E IPTV
10/09/2021;PR;MARINGA;1;REMANEJAMENTO - BL E VOIP E IPTV
10/09/2021;PR;PONTA GROSSA;1;REMANEJAMENTO - BL
10/09/2021;RJ;ARMACAO DOS BUZIOS;1;REMANEJAMENTO - BL
10/09/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - BL
10/09/2021;RJ;DUQUE DE CAXIAS;5;REMANEJAMENTO - BL E VOIP
10/09/2021;RJ;NILOPOLIS;1;REMANEJAMENTO - BL E VOIP
10/09/2021;RJ;RIO DE JANEIRO;3;REMANEJAMENTO - BL E VOIP E IPTV
10/09/2021;RJ;TERESOPOLIS;1;REMANEJAMENTO - BL E VOIP
10/09/2021;RO;PORTO VELHO;2;REMANEJAMENTO - BL
10/09/2021;RR;BOA VISTA;1;REMANEJAMENTO - VOIP
10/09/2021;RS;SAO LEOPOLDO;3;REMANEJAMENTO - BL
10/09/2021;RS;VIAMAO;2;REMANEJAMENTO - BL
10/09/2021;SC;BLUMENAU;2;REMANEJAMENTO - BL
10/09/2021;SC;BRUSQUE;1;REMANEJAMENTO - BL
09/02/2021;PR;CASCAVEL;1;REMANEJAMENTO - BL
09/02/2021;PR;CURITIBA;2;REMANEJAMENTO - BL
09/02/2021;RJ;CAMPOS DOS GOYTACAZES;2;REMANEJAMENTO - BL E VOIP
09/02/2021;RJ;DUQUE DE CAXIAS;6;REMANEJAMENTO - BL E VOIP
09/02/2021;RJ;DUQUE DE CAXIAS;3;REMANEJAMENTO - VOIP
09/02/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - VOIP
09/02/2021;RJ;SAO JOAO DE MERITI;1;REMANEJAMENTO - IPTV
09/02/2021;RJ;TERESOPOLIS;2;REMANEJAMENTO - BL E VOIP
09/02/2021;RO;JI-PARANA;1;REMANEJAMENTO - VOIP
09/02/2021;RO;PORTO VELHO;4;REMANEJAMENTO - BL
09/02/2021;SC;LAGES;1;REMANEJAMENTO - BL E VOIP
09/02/2022;AM;MANAUS;3;REMANEJAMENTO - BL E VOIP
09/02/2022;BA;FEIRA DE SANTANA;1;REMANEJAMENTO - BL
09/02/2022;BA;LAURO DE FREITAS;1;REMANEJAMENTO - BL E VOIP
09/02/2022;BA;PAULO AFONSO;1;REMANEJAMENTO - BL
09/02/2022;DF;BRASILIA;1;REMANEJAMENTO - VOIP
09/02/2022;ES;CARIACICA;3;REMANEJAMENTO - BL E VOIP
09/02/2022;ES;SERRA;3;REMANEJAMENTO - BL E VOIP
09/02/2022;GO;GOIANIA;2;REMANEJAMENTO - BL
09/02/2022;MT;RONDONOPOLIS;2;REMANEJAMENTO - BL E VOIP
09/02/2022;PE;RECIFE;2;REMANEJAMENTO - BL
09/02/2022;PR;CASCAVEL;3;REMANEJAMENTO - BL
09/02/2022;RJ;CAMPOS DOS GOYTACAZES;2;REMANEJAMENTO - BL E VOIP
09/02/2022;RJ;DUQUE DE CAXIAS;1;REMANEJAMENTO - VOIP
09/02/2022;RJ;NOVA IGUACU;3;REMANEJAMENTO - BL
09/02/2022;RJ;SAO GONCALO;6;REMANEJAMENTO - BL E VOIP
09/02/2022;RN;NATAL;1;REMANEJAMENTO - BL E VOIP
09/02/2022;RS;NOVO HAMBURGO;1;REMANEJAMENTO - BL E VOIP
