ENCERRAMENTO;UF;MUNICIPIO;QTE;ATIVIDADE
01/03/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - VOIP
01/03/2021;RJ;ANGRA DOS REIS;2;REMANEJAMENTO - BL
01/03/2021;RJ;NITEROI;2;REMANEJAMENTO - BL
01/03/2021;RN;NATAL;2;REMANEJAMENTO - BL
01/03/2021;RS;CAXIAS DO SUL;2;REMANEJAMENTO - BL
01/03/2021;RS;PORTO ALEGRE;5;REMANEJAMENTO - BL
01/03/2021;RS;SAO LEOPOLDO;1;REMANEJAMENTO - BL
01/03/2021;RS;VIAMAO;2;REMANEJAMENTO - BL
01/04/2021;BA;EUNAPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/04/2021;BA;FEIRA DE SANTANA;1;REMANEJAMENTO - BL
01/04/2021;BA;JEQUIE;1;REMANEJAMENTO - BL E VOIP
01/04/2021;DF;BRASILIA;1;REMANEJAMENTO - BL E VOIP E IPTV
01/04/2021;DF;BRASILIA;1;REMANEJAMENTO - VOIP
01/04/2021;ES;CARIACICA;1;REMANEJAMENTO - BL E VOIP
01/04/2021;GO;GOIANIA;3;REMANEJAMENTO - BL
01/04/2021;MA;SANTA INES;1;REMANEJAMENTO - BL E VOIP
01/04/2021;MA;SAO LUIS;14;REMANEJAMENTO - BL E VOIP
01/04/2021;MG;BETIM;1;REMANEJAMENTO - BL
01/04/2021;MG;POCOS DE CALDAS;1;REMANEJAMENTO - BL E VOIP
01/04/2021;MS;CAMPO GRANDE;3;REMANEJAMENTO - BL E VOIP
01/04/2021;MS;DOURADOS;2;REMANEJAMENTO - BL E VOIP
01/04/2021;PA;BELEM;6;REMANEJAMENTO - BL E VOIP
01/04/2021;PI;PARNAIBA;1;REMANEJAMENTO - BL E VOIP
01/04/2021;PR;CASCAVEL;2;REMANEJAMENTO - BL
01/04/2021;PR;FOZ DO IGUACU;2;REMANEJAMENTO - BL E VOIP
01/04/2021;RJ;ANGRA DOS REIS;2;REMANEJAMENTO - BL E VOIP
01/04/2021;RJ;DUQUE DE CAXIAS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/04/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/04/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - VOIP
01/04/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - BL E IPTV
01/01/2021;ES;SERRA;1;REMANEJAMENTO - BL
01/01/2021;GO;GOIANIA;2;REMANEJAMENTO - BL E VOIP
01/01/2021;MG;CONTAGEM;1;REMANEJAMENTO - BL E VOIP
01/02/2021;AM;MANAUS;1;REMANEJAMENTO - BL
01/02/2021;BA;VITORIA DA CONQUISTA;2;REMANEJAMENTO - BL E VOIP
01/02/2021;CE;FORTALEZA;9;REMANEJAMENTO - BL E VOIP
01/02/2021;CE;JUAZEIRO DO NORTE;2;REMANEJAMENTO - BL
01/02/2021;ES;NOVA VENECIA;1;REMANEJAMENTO - BL E VOIP
01/02/2021;ES;VITORIA;1;REMANEJAMENTO - VOIP
01/02/2021;MG;BELO HORIZONTE;14;REMANEJAMENTO - BL E VOIP
01/02/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - IPTV
01/02/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - VOIP
01/02/2021;MG;PATROCINIO;1;REMANEJAMENTO - BL E VOIP
01/02/2021;MG;SETE LAGOAS;5;REMANEJAMENTO - BL E VOIP
01/02/2021;MS;CAMPO GRANDE;1;REMANEJAMENTO - BL
01/02/2021;PE;OLINDA;3;REMANEJAMENTO - BL E VOIP
01/02/2021;PR;COLOMBO;5;REMANEJAMENTO - BL E VOIP
01/02/2021;PR;CURITIBA;2;REMANEJAMENTO - BL E VOIP E IPTV
01/02/2021;PR;MARINGA;4;REMANEJAMENTO - BL E VOIP
01/02/2021;PR;PINHAIS;1;REMANEJAMENTO - BL
01/02/2021;PR;PONTA GROSSA;1;REMANEJAMENTO - BL
01/02/2021;RJ;ANGRA DOS REIS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/02/2021;RJ;DUQUE DE CAXIAS;5;REMANEJAMENTO - BL E VOIP
01/02/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - VOIP
01/02/2021;RS;ALVORADA;2;REMANEJAMENTO - BL
01/02/2021;RS;SANTA MARIA;1;REMANEJAMENTO - IPTV
01/02/2021;RS;SAO LEOPOLDO;1;REMANEJAMENTO - BL
01/02/2021;SC;ITAJAI;2;REMANEJAMENTO - BL E VOIP
01/02/2022;BA;FEIRA DE SANTANA;2;REMANEJAMENTO - BL E VOIP
01/02/2022;BA;SALVADOR;4;REMANEJAMENTO - BL
01/02/2022;CE;FORTALEZA;4;REMANEJAMENTO - BL
01/02/2022;ES;SERRA;1;REMANEJAMENTO - BL E VOIP
01/02/2022;GO;GOIANIA;1;REMANEJAMENTO - VOIP
01/02/2022;MG;CONTAGEM;1;REMANEJAMENTO - BL
01/02/2022;MT;CUIABA;1;REMANEJAMENTO - BL
01/02/2022;MT;RONDONOPOLIS;1;REMANEJAMENTO - BL E VOIP
01/02/2022;PA;ANANINDEUA;1;REMANEJAMENTO - BL
01/02/2022;PR;PONTA GROSSA;3;REMANEJAMENTO - BL E VOIP
01/02/2022;RJ;ANGRA DOS REIS;1;REMANEJAMENTO - BL E VOIP
01/02/2022;RJ;BELFORD ROXO;1;REMANEJAMENTO - BL E VOIP E IPTV
01/02/2022;RJ;ITAGUAI;1;REMANEJAMENTO - BL E VOIP
01/02/2022;RJ;NOVA IGUACU;3;REMANEJAMENTO - BL E VOIP
01/02/2022;RJ;QUEIMADOS;3;REMANEJAMENTO - BL E VOIP
01/02/2022;RO;CACOAL;1;REMANEJAMENTO - BL E VOIP
01/02/2022;RO;PORTO VELHO;3;REMANEJAMENTO - BL E VOIP
01/02/2022;RS;CANOAS;3;REMANEJAMENTO - BL E VOIP
01/02/2022;RS;NOVO HAMBURGO;1;REMANEJAMENTO - BL
01/02/2022;RS;PASSO FUNDO;1;REMANEJAMENTO - VOIP
01/02/2022;RS;PORTO ALEGRE;6;REMANEJAMENTO - BL E VOIP
01/02/2022;RS;SANTO ANGELO;1;REMANEJAMENTO - BL
01/02/2022;SC;BLUMENAU;1;REMANEJAMENTO - BL
01/02/2022;SC;LAGES;1;REMANEJAMENTO - BL E VOIP
01/03/2021;DF;BRASILIA;1;REMANEJAMENTO - BL E IPTV
01/03/2021;ES;VITORIA;2;REMANEJAMENTO - BL
01/03/2021;PB;JOAO PESSOA;1;REMANEJAMENTO - BL
01/03/2021;PE;OLINDA;1;REMANEJAMENTO - IPTV
01/03/2021;PE;PAULISTA;1;REMANEJAMENTO - BL E VOIP
01/03/2021;PE;RECIFE;3;REMANEJAMENTO - BL
01/03/2021;PR;CASCAVEL;3;REMANEJAMENTO - BL E VOIP
01/03/2021;PR;CURITIBA;7;REMANEJAMENTO - BL
01/03/2021;RJ;ANGRA DOS REIS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/03/2021;RJ;CAMPOS DOS GOYTACAZES;2;REMANEJAMENTO - BL
01/03/2021;RJ;NILOPOLIS;4;REMANEJAMENTO - BL E VOIP
01/03/2021;RJ;RIO DE JANEIRO;6;REMANEJAMENTO - VOIP
01/03/2021;RS;PELOTAS;4;REMANEJAMENTO - BL E VOIP
01/03/2021;RS;SANTA MARIA;6;REMANEJAMENTO - BL E VOIP
01/04/2021;BA;LAURO DE FREITAS;1;REMANEJAMENTO - BL E VOIP
01/04/2021;CE;FORTALEZA;1;REMANEJAMENTO - BL
01/04/2021;ES;VITORIA;1;REMANEJAMENTO - BL E VOIP
01/04/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - VOIP
01/04/2021;MG;MONTES CLAROS;1;REMANEJAMENTO - BL E IPTV
01/04/2021;MG;POUSO ALEGRE;1;REMANEJAMENTO - BL E VOIP
01/04/2021;MG;SETE LAGOAS;1;REMANEJAMENTO - BL
01/04/2021;MG;VESPASIANO;1;REMANEJAMENTO - BL E VOIP
01/04/2021;MT;RONDONOPOLIS;4;REMANEJAMENTO - BL E VOIP
01/04/2021;PR;CURITIBA;14;REMANEJAMENTO - BL E VOIP
01/04/2021;PR;CURITIBA;1;REMANEJAMENTO - IPTV
01/04/2021;RJ;ARMACAO DOS BUZIOS;3;REMANEJAMENTO - BL E VOIP
01/04/2021;RJ;CAMPOS DOS GOYTACAZES;2;REMANEJAMENTO - BL E VOIP
01/04/2021;RJ;RIO DE JANEIRO;17;REMANEJAMENTO - BL E VOIP
01/04/2021;RR;BOA VISTA;4;REMANEJAMENTO - BL E VOIP
01/04/2021;RS;SANTA MARIA;1;REMANEJAMENTO - BL
01/04/2021;SC;BLUMENAU;1;REMANEJAMENTO - BL E VOIP E IPTV
01/04/2021;SC;BRUSQUE;1;REMANEJAMENTO - BL E VOIP
01/04/2021;SC;CHAPECO;1;REMANEJAMENTO - BL
01/04/2021;SC;ITAJAI;1;REMANEJAMENTO - BL
01/05/2021;AM;MANAUS;3;REMANEJAMENTO - BL E VOIP
01/05/2021;BA;BARREIRAS;2;REMANEJAMENTO - BL E VOIP
01/05/2021;BA;SALVADOR;2;REMANEJAMENTO - BL
01/05/2021;CE;FORTALEZA;3;REMANEJAMENTO - BL
01/05/2021;DF;BRASILIA;1;REMANEJAMENTO - BL
01/05/2021;ES;SERRA;1;REMANEJAMENTO - BL E VOIP
01/05/2021;MA;SAO LUIS;1;REMANEJAMENTO - BL
01/05/2021;MG;POUSO ALEGRE;1;REMANEJAMENTO - BL E VOIP
01/05/2021;MG;VARGINHA;1;REMANEJAMENTO - BL E VOIP
01/05/2021;MT;RONDONOPOLIS;3;REMANEJAMENTO - BL E VOIP
01/05/2021;CE;FORTALEZA;3;REMANEJAMENTO - BL E VOIP
01/05/2021;ES;CARIACICA;1;REMANEJAMENTO - IPTV
01/05/2021;MA;SAO LUIS;2;REMANEJAMENTO - BL E VOIP
01/05/2021;MT;RONDONOPOLIS;2;REMANEJAMENTO - BL
01/05/2021;PA;ANANINDEUA;1;REMANEJAMENTO - BL E VOIP
01/05/2021;PE;CARUARU;1;REMANEJAMENTO - BL
01/05/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - BL E VOIP
01/05/2021;RJ;CABO FRIO;1;REMANEJAMENTO - BL E VOIP
01/05/2021;RJ;DUQUE DE CAXIAS;2;REMANEJAMENTO - BL E VOIP
01/05/2021;RJ;NOVA IGUACU;1;REMANEJAMENTO - VOIP
01/06/2021;BA;FEIRA DE SANTANA;1;REMANEJAMENTO - BL E VOIP
01/06/2021;BA;SALVADOR;1;REMANEJAMENTO - BL
01/06/2021;CE;FORTALEZA;4;REMANEJAMENTO - BL
01/06/2021;DF;BRASILIA;3;REMANEJAMENTO - BL
01/06/2021;GO;APARECIDA DE GOIANIA;5;REMANEJAMENTO - BL
01/06/2021;MG;DIVINOPOLIS;3;REMANEJAMENTO - BL E VOIP
01/06/2021;MG;MONTES CLAROS;3;REMANEJAMENTO - BL E VOIP
01/06/2021;MG;UBA;1;REMANEJAMENTO - BL E VOIP
01/06/2021;PA;ANANINDEUA;1;REMANEJAMENTO - BL
01/06/2021;PA;BELEM;5;REMANEJAMENTO - BL E VOIP
01/06/2021;PA;MARABA;1;REMANEJAMENTO - BL
01/06/2021;PE;RECIFE;1;REMANEJAMENTO - BL E VOIP
01/06/2021;PR;CASCAVEL;1;REMANEJAMENTO - VOIP
01/06/2021;PR;CURITIBA;1;REMANEJAMENTO - IPTV
01/06/2021;PR;FOZ DO IGUACU;1;REMANEJAMENTO - BL E VOIP
01/06/2021;PR;LONDRINA;1;REMANEJAMENTO - BL
01/06/2021;PR;SAO JOSE DOS PINHAIS;2;REMANEJAMENTO - BL
01/06/2021;RJ;ANGRA DOS REIS;2;REMANEJAMENTO - BL E VOIP
01/06/2021;RJ;CABO FRIO;1;REMANEJAMENTO - BL
01/06/2021;RJ;NITEROI;1;REMANEJAMENTO - BL E IPTV
01/06/2021;RJ;NOVA IGUACU;1;REMANEJAMENTO - BL E VOIP
01/06/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL E VOIP
01/06/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - VOIP E IPTV
01/06/2021;RJ;SAO JOAO DE MERITI;6;REMANEJAMENTO - BL E VOIP
01/06/2021;RJ;VOLTA REDONDA;4;REMANEJAMENTO - BL E VOIP
01/06/2021;RS;CANOAS;8;REMANEJAMENTO - BL E VOIP
01/06/2021;RS;PELOTAS;2;REMANEJAMENTO - BL E VOIP
01/06/2021;RS;PORTO ALEGRE;4;REMANEJAMENTO - BL E VOIP
01/06/2021;SC;ITAJAI;1;REMANEJAMENTO - VOIP
01/06/2021;TO;PALMAS;1;REMANEJAMENTO - BL
01/07/2021;BA;FEIRA DE SANTANA;1;REMANEJAMENTO - BL E VOIP
01/07/2021;BA;SALVADOR;6;REMANEJAMENTO - BL
01/07/2021;DF;BRASILIA;5;REMANEJAMENTO - BL
01/07/2021;MA;SAO LUIS;1;REMANEJAMENTO - BL
01/07/2021;MG;GOVERNADOR VALADARES;1;REMANEJAMENTO - BL E VOIP
01/07/2021;MG;PATROCINIO;1;REMANEJAMENTO - BL E VOIP
01/07/2021;MG;UBA;1;REMANEJAMENTO - BL E VOIP
01/07/2021;PA;ANANINDEUA;2;REMANEJAMENTO - BL
01/07/2021;PA;BELEM;6;REMANEJAMENTO - BL E VOIP
01/07/2021;PE;RECIFE;2;REMANEJAMENTO - BL E VOIP
01/07/2021;PR;PIRAQUARA;3;REMANEJAMENTO - BL E VOIP
01/07/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - BL
01/07/2021;RJ;PETROPOLIS;2;REMANEJAMENTO - BL E VOIP
01/07/2021;RJ;SAO JOAO DE MERITI;7;REMANEJAMENTO - BL E VOIP
01/07/2021;RJ;VOLTA REDONDA;3;REMANEJAMENTO - BL E VOIP
01/07/2021;RR;BOA VISTA;1;REMANEJAMENTO - BL
01/07/2021;RS;CANOAS;4;REMANEJAMENTO - BL E VOIP
01/07/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - IPTV
01/07/2021;RS;PELOTAS;1;REMANEJAMENTO - BL E VOIP
01/09/2021;BA;ITABUNA;1;REMANEJAMENTO - BL E VOIP
01/09/2021;BA;JUAZEIRO;1;REMANEJAMENTO - BL
01/09/2021;DF;BRASILIA;1;REMANEJAMENTO - BL E VOIP E IPTV
01/09/2021;ES;VITORIA;4;REMANEJAMENTO - BL E VOIP
01/09/2021;GO;APARECIDA DE GOIANIA;4;REMANEJAMENTO - BL E VOIP
01/09/2021;MG;BELO HORIZONTE;2;REMANEJAMENTO - VOIP
01/09/2021;MG;DIVINOPOLIS;1;REMANEJAMENTO - VOIP
01/09/2021;MG;SAO LOURENCO;1;REMANEJAMENTO - BL E VOIP
01/09/2021;MS;DOURADOS;4;REMANEJAMENTO - BL E VOIP
01/09/2021;PA;BELEM;5;REMANEJAMENTO - BL
01/09/2021;PE;OLINDA;1;REMANEJAMENTO - BL
01/09/2021;PR;PINHAIS;2;REMANEJAMENTO - BL E VOIP
01/09/2021;RJ;BARRA MANSA;1;REMANEJAMENTO - BL E VOIP
01/09/2021;RJ;RIO DE JANEIRO;21;REMANEJAMENTO - BL E VOIP
01/09/2021;RJ;TERESOPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/09/2021;RN;NATAL;2;REMANEJAMENTO - BL E VOIP
01/09/2021;RO;VILHENA;1;REMANEJAMENTO - BL E VOIP
01/09/2021;RR;BOA VISTA;3;REMANEJAMENTO - BL E VOIP
01/09/2021;RS;ALVORADA;3;REMANEJAMENTO - BL E VOIP
01/09/2021;RS;NOVO HAMBURGO;3;REMANEJAMENTO - BL E VOIP
01/09/2021;RS;PASSO FUNDO;1;REMANEJAMENTO - BL E VOIP
01/09/2021;RS;PORTO ALEGRE;1;REMANEJAMENTO - VOIP
01/10/2021;BA;PAULO AFONSO;1;REMANEJAMENTO - BL E VOIP
01/10/2021;ES;CARIACICA;4;REMANEJAMENTO - BL E VOIP
01/10/2021;GO;APARECIDA DE GOIANIA;1;REMANEJAMENTO - VOIP
01/10/2021;MA;SAO LUIS;3;REMANEJAMENTO - BL
01/10/2021;MG;CATAGUASES;1;REMANEJAMENTO - BL
01/10/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL
01/10/2021;MS;CAMPO GRANDE;3;REMANEJAMENTO - BL
01/10/2021;MT;SINOP;1;REMANEJAMENTO - BL E VOIP
01/10/2021;PA;BELEM;7;REMANEJAMENTO - BL E VOIP
01/10/2021;PE;OLINDA;5;REMANEJAMENTO - BL E VOIP
01/10/2021;PI;PARNAIBA;1;REMANEJAMENTO - VOIP
01/10/2021;PR;FOZ DO IGUACU;1;REMANEJAMENTO - BL E VOIP
01/10/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - BL
01/10/2021;RJ;CABO FRIO;1;REMANEJAMENTO - BL
01/10/2021;RJ;MESQUITA;2;REMANEJAMENTO - BL E VOIP
01/04/2021;RJ;SAO GONCALO;5;REMANEJAMENTO - BL E VOIP
01/04/2021;RJ;SAO GONCALO;1;REMANEJAMENTO - VOIP
01/04/2021;RJ;SAO JOAO DE MERITI;11;REMANEJAMENTO - BL E VOIP
01/04/2021;RJ;VOLTA REDONDA;4;REMANEJAMENTO - BL E VOIP
01/04/2021;RN;NATAL;3;REMANEJAMENTO - BL E VOIP
01/04/2021;RS;ALVORADA;1;REMANEJAMENTO - BL E VOIP E IPTV
01/04/2021;RS;ALVORADA;1;REMANEJAMENTO - VOIP E IPTV
01/04/2021;RS;CANOAS;1;REMANEJAMENTO - BL
01/04/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - BL E VOIP
01/04/2021;RS;CAXIAS DO SUL;2;REMANEJAMENTO - IPTV
01/04/2021;RS;NOVO HAMBURGO;4;REMANEJAMENTO - BL E VOIP
01/04/2021;RS;PORTO ALEGRE;4;REMANEJAMENTO - BL E VOIP
01/04/2021;RS;PORTO ALEGRE;2;REMANEJAMENTO - VOIP
01/04/2021;RS;SANTA CRUZ DO SUL;1;REMANEJAMENTO - VOIP
01/04/2021;RS;VIAMAO;2;REMANEJAMENTO - BL E VOIP
01/05/2021;AC;RIO BRANCO;2;REMANEJAMENTO - BL
01/05/2021;MG;BETIM;2;REMANEJAMENTO - BL
01/05/2021;MG;CATAGUASES;1;REMANEJAMENTO - BL E VOIP
01/05/2021;MG;CONTAGEM;2;REMANEJAMENTO - BL E VOIP
01/05/2021;MS;CAMPO GRANDE;3;REMANEJAMENTO - BL E VOIP
01/05/2021;MS;CAMPO GRANDE;1;REMANEJAMENTO - VOIP
01/05/2021;MS;DOURADOS;3;REMANEJAMENTO - BL E VOIP
01/05/2021;PA;BELEM;1;REMANEJAMENTO - VOIP
01/05/2021;RJ;CABO FRIO;1;REMANEJAMENTO - IPTV
01/05/2021;RJ;DUQUE DE CAXIAS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/05/2021;RJ;NITEROI;1;REMANEJAMENTO - BL E VOIP
01/05/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/06/2021;AM;MANAUS;1;REMANEJAMENTO - VOIP
01/06/2021;ES;VITORIA;3;REMANEJAMENTO - BL E VOIP
01/06/2021;MG;BELO HORIZONTE;13;REMANEJAMENTO - BL E VOIP
01/06/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - VOIP
01/06/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL
01/06/2021;MG;MONTES CLAROS;1;REMANEJAMENTO - VOIP
01/06/2021;MG;SETE LAGOAS;3;REMANEJAMENTO - BL
01/06/2021;PB;JOAO PESSOA;1;REMANEJAMENTO - BL E VOIP
01/06/2021;PR;CASCAVEL;4;REMANEJAMENTO - BL E VOIP
01/06/2021;PR;COLOMBO;6;REMANEJAMENTO - BL E VOIP
01/06/2021;PR;MARINGA;1;REMANEJAMENTO - BL
01/06/2021;PR;PINHAIS;1;REMANEJAMENTO - BL
01/06/2021;RJ;MESQUITA;2;REMANEJAMENTO - BL E VOIP
01/06/2021;RJ;RIO DE JANEIRO;14;REMANEJAMENTO - BL E VOIP
01/06/2021;RJ;RIO DE JANEIRO;2;REMANEJAMENTO - IPTV
01/06/2021;RR;BOA VISTA;3;REMANEJAMENTO - BL E VOIP
01/06/2021;RS;ALVORADA;3;REMANEJAMENTO - BL
01/06/2021;RS;SANTA MARIA;2;REMANEJAMENTO - BL E VOIP
01/06/2021;SC;CRICIUMA;2;REMANEJAMENTO - BL E VOIP
01/06/2021;SC;JOINVILLE;1;REMANEJAMENTO - BL
01/06/2021;SC;LAGES;3;REMANEJAMENTO - BL
01/07/2021;AP;MACAPA;1;REMANEJAMENTO - BL E VOIP
01/07/2021;ES;CACHOEIRO DE ITAPEMIRIM;2;REMANEJAMENTO - BL E VOIP
01/07/2021;GO;APARECIDA DE GOIANIA;8;REMANEJAMENTO - BL E VOIP
01/07/2021;MA;SAO LUIS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/07/2021;MG;ARAGUARI;1;REMANEJAMENTO - BL E VOIP
01/07/2021;MG;CATAGUASES;1;REMANEJAMENTO - BL E VOIP
01/07/2021;MS;DOURADOS;2;REMANEJAMENTO - BL
01/07/2021;PR;PONTA GROSSA;2;REMANEJAMENTO - BL E VOIP
01/07/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - BL
01/07/2021;RJ;NITEROI;2;REMANEJAMENTO - BL E VOIP
01/07/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/07/2021;RO;PORTO VELHO;3;REMANEJAMENTO - BL E VOIP
01/07/2021;RO;PORTO VELHO;1;REMANEJAMENTO - VOIP
01/07/2021;RS;NOVO HAMBURGO;1;REMANEJAMENTO - BL
01/07/2021;RS;PORTO ALEGRE;3;REMANEJAMENTO - BL
01/07/2021;RS;SAO LEOPOLDO;4;REMANEJAMENTO - BL E VOIP
01/09/2021;AL;MACEIO;1;REMANEJAMENTO - BL E VOIP
01/09/2021;BA;BARREIRAS;1;REMANEJAMENTO - BL
01/09/2021;BA;JUAZEIRO;1;REMANEJAMENTO - BL E VOIP
01/09/2021;BA;VITORIA DA CONQUISTA;1;REMANEJAMENTO - BL E VOIP
01/09/2021;CE;FORTALEZA;1;REMANEJAMENTO - BL
01/09/2021;MT;RONDONOPOLIS;1;REMANEJAMENTO - BL E VOIP
01/09/2021;PE;RECIFE;4;REMANEJAMENTO - BL
01/09/2021;PR;CURITIBA;1;REMANEJAMENTO - BL
01/09/2021;RJ;ARMACAO DOS BUZIOS;1;REMANEJAMENTO - BL E VOIP E IPTV
01/09/2021;RJ;ITAGUAI;2;REMANEJAMENTO - BL E VOIP
01/09/2021;SC;LAGES;3;REMANEJAMENTO - BL E VOIP
01/10/2021;AL;MACEIO;1;REMANEJAMENTO - BL
01/10/2021;AP;MACAPA;3;REMANEJAMENTO - BL E VOIP
01/10/2021;BA;FEIRA DE SANTANA;1;REMANEJAMENTO - VOIP
01/10/2021;ES;CACHOEIRO DE ITAPEMIRIM;2;REMANEJAMENTO - BL E VOIP
01/10/2021;ES;SERRA;1;REMANEJAMENTO - BL
01/10/2021;GO;GOIANIA;1;REMANEJAMENTO - BL E VOIP
01/10/2021;MT;CUIABA;1;REMANEJAMENTO - BL
01/10/2021;MT;RONDONOPOLIS;1;REMANEJAMENTO - BL
01/10/2021;MT;RONDONOPOLIS;1;REMANEJAMENTO - BL E IPTV
01/10/2021;PE;PAULISTA;1;REMANEJAMENTO - BL
01/10/2021;PR;CASCAVEL;1;REMANEJAMENTO - VOIP
01/10/2021;PR;PONTA GROSSA;3;REMANEJAMENTO - BL E VOIP
01/10/2021;RJ;NOVA IGUACU;3;REMANEJAMENTO - BL E VOIP
01/10/2021;RJ;QUEIMADOS;4;REMANEJAMENTO - BL E VOIP
01/10/2021;RO;PORTO VELHO;5;REMANEJAMENTO - BL E VOIP
01/10/2021;RS;CANOAS;4;REMANEJAMENTO - BL E VOIP
01/10/2021;RS;PORTO ALEGRE;4;REMANEJAMENTO - BL
01/10/2021;RS;VIAMAO;2;REMANEJAMENTO - BL
01/10/2021;SC;RIO DO SUL;1;REMANEJAMENTO - BL E VOIP
01/11/2021;BA;SALVADOR;4;REMANEJAMENTO - BL
01/11/2021;ES;SERRA;2;REMANEJAMENTO - BL E VOIP
01/04/2021;RJ;RIO DE JANEIRO;2;REMANEJAMENTO - IPTV
01/04/2021;RS;PORTO ALEGRE;4;REMANEJAMENTO - BL
01/04/2021;RS;SANTA MARIA;1;REMANEJAMENTO - BL E VOIP
01/04/2021;SC;BLUMENAU;1;REMANEJAMENTO - BL E VOIP
01/04/2021;SE;ARACAJU;1;REMANEJAMENTO - VOIP
01/04/2021;TO;PALMAS;2;REMANEJAMENTO - BL
01/05/2021;AP;MACAPA;1;REMANEJAMENTO - BL E VOIP
01/05/2021;GO;APARECIDA DE GOIANIA;1;REMANEJAMENTO - BL E VOIP E IPTV
01/05/2021;GO;APARECIDA DE GOIANIA;1;REMANEJAMENTO - VOIP
01/05/2021;MG;BELO HORIZONTE;3;REMANEJAMENTO - BL
01/05/2021;MG;CATAGUASES;2;REMANEJAMENTO - BL
01/05/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL E VOIP
01/05/2021;MS;CAMPO GRANDE;3;REMANEJAMENTO - BL
01/05/2021;PI;TERESINA;4;REMANEJAMENTO - BL E VOIP
01/05/2021;RJ;ARMACAO DOS BUZIOS;2;REMANEJAMENTO - BL E VOIP
01/05/2021;RJ;BELFORD ROXO;2;REMANEJAMENTO - BL E VOIP
01/06/2021;AM;MANAUS;5;REMANEJAMENTO - BL E VOIP
01/06/2021;BA;JEQUIE;1;REMANEJAMENTO - BL E VOIP
01/06/2021;CE;JUAZEIRO DO NORTE;2;REMANEJAMENTO - BL E VOIP
01/06/2021;GO;APARECIDA DE GOIANIA;1;REMANEJAMENTO - VOIP
01/06/2021;MG;CATAGUASES;1;REMANEJAMENTO - BL
01/06/2021;MG;LEOPOLDINA;2;REMANEJAMENTO - BL E VOIP
01/06/2021;MS;CAMPO GRANDE;1;REMANEJAMENTO - BL
01/06/2021;PE;OLINDA;1;REMANEJAMENTO - BL
01/06/2021;PR;CURITIBA;2;REMANEJAMENTO - BL E VOIP E IPTV
01/06/2021;PR;PINHAIS;6;REMANEJAMENTO - BL E VOIP
01/06/2021;RJ;CAMPOS DOS GOYTACAZES;4;REMANEJAMENTO - BL E VOIP
01/06/2021;RO;VILHENA;1;REMANEJAMENTO - BL E VOIP
01/06/2021;RS;ALVORADA;4;REMANEJAMENTO - BL E VOIP
01/06/2021;RS;NOVO HAMBURGO;3;REMANEJAMENTO - BL E VOIP
01/06/2021;RS;SANTA CRUZ DO SUL;1;REMANEJAMENTO - BL E VOIP
01/06/2021;RS;SAO LEOPOLDO;2;REMANEJAMENTO - BL
01/06/2021;SC;JOINVILLE;1;REMANEJAMENTO - BL E VOIP
01/06/2021;SC;JOINVILLE;1;REMANEJAMENTO - VOIP
01/06/2021;SE;ARACAJU;4;REMANEJAMENTO - BL E VOIP
01/07/2021;AM;MANAUS;4;REMANEJAMENTO - BL E VOIP
01/07/2021;BA;JACOBINA;1;REMANEJAMENTO - BL E VOIP
01/07/2021;BA;PAULO AFONSO;1;REMANEJAMENTO - BL
01/07/2021;CE;FORTALEZA;4;REMANEJAMENTO - BL
01/07/2021;GO;APARECIDA DE GOIANIA;3;REMANEJAMENTO - BL
01/07/2021;MG;MONTES CLAROS;3;REMANEJAMENTO - BL E VOIP
01/07/2021;MG;POCOS DE CALDAS;1;REMANEJAMENTO - BL E VOIP
